06092012 1559	1778	16	18.4	28.6
06092012 1659	1779	16.2	18.4	29
06092012 1759	1780	16.2	18.6	29.2
06092012 1859	1781	16.2	18.6	29.4
06092012 1959	1782	16.2	18.6	29.4
06092012 2059	1783	16.2	18.6	29.4
06092012 2159	1784	16.2	18.8	29.2
06092012 2259	1785	16.2	18.8	29.2
06092012 2359	1786	16.2	18.6	29.2
06102012 0059	1787	16.2	18.6	29.2
06102012 0159	1788	16.2	18.6	29.2
06102012 0259	1789	16.2	18.6	29.2
06102012 0359	1790	16.2	18.6	29.2
06102012 0459	1791	16.2	18.6	29.2
06102012 0559	1792	16.2	18.6	29.2
06102012 0659	1793	16.2	18.6	29.2
06102012 0759	1794	16.2	18.6	29.2
06102012 0859	1795	16.2	18.6	29.4
06102012 0959	1796	16.2	18.8	29.4
06102012 1059	1797	16.2	18.8	29.4
06102012 1159	1798	16.2	18.8	29.6
06102012 1259	1799	16.2	18.8	29.6
06102012 1359	1800	16.2	18.8	29.8
06102012 1459	1801	16.2	18.8	29.8
06102012 1559	1802	16.2	18.8	29.8
06102012 1659	1803	16.2	18.8	30
06102012 1759	1804	16.2	18.8	30
06102012 1859	1805	16.2	18.8	30.2
06102012 1959	1806	16.2	18.8	30
06102012 2059	1807	16.2	18.8	30
06102012 2159	1808	16.2	18.8	30.2
06102012 2259	1809	16.2	19	30.2
06102012 2359	1810	16.2	19	30
06112012 0059	1811	16.2	19	30
06112012 0159	1812	16.2	19	30
06112012 0259	1813	16.2	19	30
06112012 0359	1814	16.2	19	30
06112012 0459	1815	16.2	19	29.8
06112012 0559	1816	16.2	19	29.8
06112012 0659	1817	16.2	19	29.6
06112012 0759	1818	16.2	19	29.6
06112012 0859	1819	16.2	18.8	29.4
06112012 0959	1820	16.2	18.8	29.2
06112012 1059	1821	16.2	18.8	29.2
06112012 1159	1822	16.6	19.4	29.4
06112012 1259	1823	16.6	19.6	29.8
06112012 1359	1824	16.8	19.8	30
06112012 1459	1825	16.8	19.8	30
06112012 1559	1826	16.6	19.6	29.4
06112012 1659	1827	16.6	19.6	29.6
06112012 1759	1828	16.6	19.6	29.8
06112012 1859	1829	16.6	19.6	29.8
06112012 1959	1830	16.6	19.6	29.8
06112012 2059	1831	16.6	19.6	29.8
06112012 2159	1832	16.6	19.6	30
06112012 2259	1833	16.6	19.6	30
06112012 2359	1834	16.6	19.6	29.8
06122012 0059	1835	16.6	19.6	29.8
06122012 0159	1836	16.6	19.6	29.8
06122012 0259	1837	16.6	19.6	29.8
06122012 0359	1838	16.6	19.6	29.8
06122012 0459	1839	16.6	19.6	29.6
06122012 0559	1840	16.6	19.6	29.6
06122012 0659	1841	16.6	19.6	29.6
06122012 0759	1842	16.6	19.6	29.6
06122012 0859	1843	16.6	19.6	29.8
06122012 0959	1844	16.6	19.6	29.8
06122012 1059	1845	16.6	19.6	29.6
06122012 1159	1846	16.6	19.6	29.8
06122012 1259	1847	16.6	19.6	29.8
06122012 1359	1848	16.6	19.6	29.6
06122012 1459	1849	16.6	19.6	29.6
06122012 1559	1850	16.6	19.6	29.8
06122012 1659	1851	16.6	19.6	29.8
06122012 1759	1852	16.6	19.6	29.8
06122012 1859	1853	16.6	19.6	30
06122012 1959	1854	16.6	19.6	30.2
06122012 2059	1855	16.6	19.6	30.2
06122012 2159	1856	16.6	19.6	30.2
06122012 2259	1857	16.6	19.6	30.2
06122012 2359	1858	16.6	19.6	30.2
06132012 005923	1859	16.6	19.6	30.2
06132012 015923	1860	16.6	19.6	30.2
06132012 025923	1861	16.6	19.6	30.2
06132012 035923	1862	16.6	19.6	30.2
06132012 045923	1863	16.6	19.6	30.2
06132012 055923	1864	16.6	19.6	30.2
06132012 065923	1865	16.6	19.6	30.2
06132012 075923	1866	16.6	19.6	30
06132012 085923	1867	16.6	19.6	30
06132012 095923	1868	16.4	19.2	28.8
06132012 105923	1869	16.4	19	28.6
06132012 115923	1870	16.4	19.2	29.2
06132012 125923	1871	16.6	19.2	29.2
06132012 135923	1872	16.6	19.2	29.2
06132012 145923	1873	16.6	19.2	29.4
06132012 155923	1874	16.6	19.2	29.2
06132012 165923	1875	16.6	19.4	29.4
06132012 175923	1876	16.6	19.4	29.6
06132012 185923	1877	16.6	19.4	29.6
06132012 195923	1878	16.6	19.4	29.6
06132012 205923	1879	16.6	19.4	29.6
06132012 215923	1880	16.6	19.4	29.6
06132012 225923	1881	16.6	19.4	29.6
06132012 235923	1882	16.6	19.4	29.6
06142012 005923	1883	16.6	19.4	29.6
06142012 015923	1884	16.6	19.4	29.6
06142012 025923	1885	16.6	19.4	29.6
06142012 035923	1886	16.6	19.4	29.4
06142012 045923	1887	16.6	19.4	29.4
06142012 055923	1888	16.6	19.4	29.4
06142012 065923	1889	16.6	19.4	29.4
06142012 075923	1890	16.6	19.4	29.4
06142012 085923	1891	16.6	19.4	29.6
06142012 095923	1892	16.6	19.4	29.6
06142012 105923	1893	16.6	19.4	29.2
06142012 115923	1894	16.6	19.4	29.2
06142012 125923	1895	16.6	19.4	29.2
06142012 135923	1896	16.6	19.4	29.6
